date,hit_count,text_count
2015-03-20,1,1
2015-03-25,1,1
2015-03-26,2,1
2015-03-28,2,1
2015-03-30,1,1
2015-04-02,1,1
2015-04-04,1,1
2015-04-08,2,2
2015-04-10,3,2
2015-04-17,1,1
2015-04-20,1,1
2015-04-24,1,1
2015-04-25,4,2
2015-04-28,1,1
2015-05-07,3,1
2015-05-08,6,3
2015-05-11,2,1
2015-05-19,6,2
2015-05-20,2,1
2015-05-27,1,1
2015-05-29,1,1
2015-06-01,1,1
2015-06-19,7,2
2015-06-23,1,1
2015-06-27,1,1
2015-06-30,1,1
2015-07-03,5,3
2015-07-07,4,1
2015-07-10,1,1
2015-07-18,5,3
2015-08-04,2,2
2015-08-05,1,1
2015-08-08,4,1
2015-08-10,1,1
2015-08-18,1,1
2015-08-20,3,1
2015-08-24,1,1
2015-08-26,1,1
2015-08-27,2,1
2015-08-28,3,2
2015-09-01,1,1
2015-09-03,1,1
2015-09-05,1,1
2015-09-08,2,1
2015-09-11,1,1
2015-09-15,1,1
2015-09-18,3,2
2015-09-22,1,1
2015-10-06,6,2
2015-10-07,1,1
2015-10-08,1,1
2015-10-09,1,1
2015-10-10,2,2
2015-10-26,1,1
2015-11-03,2,1
2015-11-11,1,1
2015-11-13,1,1
2015-11-17,1,1
2015-11-19,2,1
2015-11-20,1,1
2015-11-21,2,1
2015-11-26,2,2
2015-11-27,2,1
2015-11-28,2,1
2015-11-30,7,2
2015-12-01,3,2
2015-12-02,4,3
2015-12-05,1,1
2015-12-07,2,1
2015-12-08,2,1
2015-12-09,2,2
2015-12-12,3,2
2015-12-14,5,2
2015-12-15,1,1
2015-12-16,3,2
2015-12-17,2,2
2015-12-18,2,1
2015-12-19,1,1
2015-12-23,1,1
2015-12-24,2,1
2015-12-28,1,1
2015-12-29,2,2
2015-12-31,2,2
2016-01-02,1,1
2016-01-06,1,1
2016-01-09,3,3
2016-01-11,1,1
2016-01-13,1,1
2016-01-20,1,1
2016-02-04,2,1
2016-02-06,1,1
2016-02-10,3,2
2016-02-13,3,3
2016-02-17,3,2
2016-02-24,1,1
2016-02-25,1,1
2016-02-27,2,2
2016-03-04,1,1
2016-03-09,2,1
2016-03-11,1,1
2016-03-12,1,1
2016-03-16,1,1
2016-03-18,2,1
2016-03-21,4,4
2016-03-22,5,3
2016-03-26,1,1
2016-03-29,2,1
2016-03-30,2,2
2016-04-01,6,2
2016-04-07,4,2
2016-04-23,1,1
2016-04-29,1,1
2016-05-11,2,1
2016-05-17,1,1
2016-05-19,7,1
2016-05-20,1,1
2016-05-21,1,1
2016-05-24,1,1
2016-05-25,2,2
2016-05-27,6,2
2016-05-31,1,1
2016-06-01,3,2
2016-06-03,1,1
2016-06-09,5,1
2016-06-11,1,1
2016-06-14,1,1
2016-06-20,1,1
2016-07-01,2,1
2016-07-02,3,1
2016-07-04,2,1
2016-07-05,6,3
2016-07-11,1,1
2016-07-12,1,1
2016-07-15,3,3
2016-07-18,2,2
2016-07-20,1,1
2016-07-22,3,1
2016-07-26,1,1
2016-08-05,1,1
2016-08-10,6,2
2016-08-11,4,1
2016-08-12,3,1
2016-08-19,3,3
2016-08-26,7,2
2016-08-27,10,1
2016-08-30,1,1
2016-09-01,2,1
2016-09-05,2,2
2016-09-10,1,1
2016-09-12,1,1
2016-09-13,3,2
2016-09-14,1,1
2016-09-15,1,1
2016-09-17,2,1
2016-09-20,2,1
2016-09-22,1,1
2016-09-23,3,2
2016-09-30,4,1
2016-10-01,1,1
2016-10-04,1,1
2016-10-12,2,2
2016-10-13,1,1
2016-10-17,3,2
2016-10-21,2,1
2016-10-22,1,1
2016-10-28,2,1
2016-11-03,5,2
2016-11-04,3,1
2016-11-07,3,2
2016-11-08,2,1
2016-11-09,3,2
2016-11-10,5,2
2016-11-11,1,1
2016-11-12,1,1
2016-11-16,12,2
2016-11-17,3,3
2016-11-18,1,1
2016-11-19,2,2
2016-11-21,1,1
2016-11-22,3,1
2016-11-23,1,1
2016-11-26,1,1
2016-11-30,2,1
2016-12-05,2,2
2016-12-09,1,1
2016-12-10,2,2
2016-12-15,1,1
2016-12-23,2,1
2016-12-28,1,1
2016-12-29,3,3
2016-12-30,5,1
2016-12-31,2,2
2017-01-06,2,2
2017-01-09,1,1
2017-01-10,2,2
2017-01-11,1,1
2017-01-20,5,1
2017-01-21,2,1
2017-01-23,2,1
2017-01-26,12,3
2017-01-27,2,2
2017-02-01,1,1
2017-02-02,4,2
2017-02-03,1,1
2017-02-04,1,1
2017-02-07,2,1
2017-02-16,1,1
2017-02-18,1,1
2017-02-21,1,1
2017-02-22,1,1
2017-03-01,1,1
2017-03-08,1,1
2017-03-10,1,1
2017-03-14,2,1
2017-03-15,2,2
2017-03-17,3,2
2017-03-20,1,1
2017-03-27,2,2
2017-04-03,2,2
2017-04-12,1,1
2017-04-13,1,1
2017-04-20,1,1
2017-04-21,1,1
2017-04-22,1,1
2017-04-24,1,1
2017-04-25,1,1
2017-04-26,1,1
2017-04-28,1,1
2017-04-29,1,1
2017-05-09,2,2
2017-05-10,1,1
2017-05-12,1,1
2017-05-16,4,3
2017-05-17,1,1
2017-05-23,1,1
2017-05-27,1,1
2017-05-29,2,1
2017-05-30,2,1
2017-06-02,1,1
2017-06-03,21,6
2017-06-10,1,1
2017-06-12,4,4
2017-06-14,3,3
2017-06-16,1,1
2017-06-17,1,1
2017-06-19,1,1
2017-06-23,2,2
2017-06-24,2,1
2017-06-27,2,2
2017-06-28,5,1
2017-07-01,1,1
2017-07-06,3,2
2017-07-07,4,2
2017-07-08,3,1
2017-07-10,3,1
2017-07-11,2,2
2017-07-13,1,1
2017-07-14,1,1
2017-07-15,3,3
2017-07-17,1,1
2017-07-18,1,1
2017-07-19,2,2
2017-07-20,1,1
2017-07-21,2,2
2017-07-22,1,1
2017-07-31,1,1
2017-08-03,1,1
2017-08-05,2,2
2017-08-08,1,1
2017-08-12,2,1
2017-08-19,3,2
2017-08-21,1,1
2017-08-22,3,1
2017-08-25,2,2
2017-08-26,1,1
2017-08-29,1,1
2017-09-07,1,1
2017-09-11,2,1
2017-09-13,4,4
2017-09-15,1,1
2017-09-18,2,1
2017-09-21,1,1
2017-09-22,2,2
2017-09-23,1,1
2017-09-25,1,1
2017-09-26,2,1
2017-09-27,2,1
2017-09-28,1,1
2017-09-29,7,2
2017-10-06,5,2
2017-10-07,6,4
2017-10-12,1,1
2017-10-16,1,1
2017-10-18,2,2
2017-10-21,1,1
2017-10-23,2,2
2017-10-25,2,2
2017-10-26,1,1
2017-11-01,3,2
2017-11-02,1,1
2017-11-03,3,1
2017-11-04,4,3
2017-11-06,12,5
2017-11-07,1,1
2017-11-08,1,1
2017-11-09,4,3
2017-11-10,4,2
2017-11-11,1,1
2017-11-13,10,4
2017-11-14,5,2
2017-11-15,3,1
2017-11-16,1,1
2017-11-18,6,4
2017-11-20,11,3
2017-11-22,1,1
2017-11-23,2,1
2017-11-24,4,1
2017-11-27,1,1
2017-11-30,1,1
2017-12-01,2,2
2017-12-02,3,2
2017-12-04,1,1
2017-12-05,1,1
2017-12-06,1,1
2017-12-12,1,1
2017-12-13,2,2
2017-12-16,1,1
2017-12-21,1,1
2017-12-22,2,1
2017-12-27,1,1
2017-12-28,2,1
2018-01-11,3,2
2018-01-12,2,2
2018-01-13,2,2
2018-01-17,1,1
2018-01-18,1,1
2018-01-19,3,3
2018-01-22,1,1
2018-01-23,1,1
2018-01-24,1,1
2018-01-25,3,3
2018-01-26,2,1
2018-01-29,1,1
2018-01-30,1,1
2018-02-02,2,1
2018-02-05,2,2
2018-02-13,1,1
2018-02-17,1,1
2018-02-20,3,2
2018-02-23,1,1
2018-02-28,1,1
2018-03-01,1,1
2018-03-03,1,1
2018-03-07,1,1
2018-03-09,3,1
2018-03-14,1,1
2018-03-15,3,2
2018-03-16,1,1
2018-03-17,1,1
2018-03-20,1,1
2018-03-21,1,1
2018-03-22,1,1
2018-03-28,1,1
2018-03-29,1,1
2018-04-03,5,2
2018-04-04,1,1
2018-04-10,1,1
2018-04-14,1,1
2018-04-21,1,1
2018-04-24,1,1
2018-04-26,1,1
2018-04-27,2,2
2018-04-28,1,1
2018-04-30,1,1
2018-05-17,1,1
2018-05-22,1,1
2018-05-23,1,1
2018-05-28,2,1
2018-05-31,1,1
2018-06-02,2,1
2018-06-07,2,2
2018-06-11,1,1
2018-06-13,4,2
2018-06-14,1,1
2018-06-15,1,1
2018-06-19,5,1
2018-06-20,1,1
2018-06-21,3,2
2018-06-25,3,3
2018-06-27,2,2
2018-06-28,1,1
2018-06-29,6,5
2018-06-30,1,1
2018-07-07,1,1
2018-07-10,1,1
2018-07-13,1,1
2018-07-20,1,1
2018-07-24,1,1
2018-07-25,2,2
2018-07-27,1,1
2018-07-28,1,1
2018-07-31,3,3
2018-08-01,4,3
2018-08-04,2,2
2018-08-06,2,1
2018-08-07,1,1
2018-08-08,7,1
2018-08-09,1,1
2018-08-10,1,1
2018-08-16,1,1
2018-08-17,2,1
2018-08-21,1,1
2018-08-23,3,3
2018-08-24,1,1
2018-08-25,2,1
2018-08-28,1,1
2018-08-30,3,1
2018-08-31,3,2
2018-09-03,1,1
2018-09-04,2,1
2018-09-05,4,1
2018-09-07,1,1
2018-09-08,1,1
2018-09-11,1,1
2018-09-12,2,1
2018-09-15,1,1
2018-09-17,1,1
2018-09-18,1,1
2018-09-19,1,1
2018-09-22,4,3
2018-09-24,1,1
2018-09-25,1,1
2018-09-26,1,1
2018-10-01,2,1
2018-10-04,2,2
2018-10-06,3,2
2018-10-09,14,6
2018-10-10,6,2
2018-10-11,2,2
2018-10-13,2,1
2018-10-15,4,2
2018-10-16,5,3
2018-10-17,2,2
2018-10-29,2,1
2018-10-30,2,1
2018-11-01,5,3
2018-11-02,1,1
2018-11-09,1,1
2018-11-12,3,2
2018-11-13,4,1
2018-11-15,1,1
2018-11-17,1,1
2018-11-19,2,2
2018-11-21,5,3
2018-11-24,1,1
2018-11-27,4,2
2018-11-28,2,2
2018-11-30,2,1
2018-12-01,4,1
2018-12-03,8,4
2018-12-04,3,2
2018-12-05,1,1
2018-12-06,3,3
2018-12-07,3,1
2018-12-11,8,3
2018-12-13,2,2
2018-12-14,6,2
2018-12-15,8,4
2018-12-17,5,3
2018-12-18,1,1
2018-12-19,1,1
2018-12-20,2,2
2018-12-22,1,1
2018-12-31,1,1
2019-01-04,1,1
2019-01-05,1,1
2019-01-08,4,1
2019-01-09,2,1
2019-01-10,3,2
2019-01-11,1,1
2019-01-16,8,3
2019-01-17,2,2
2019-01-18,2,2
2019-01-19,5,3
2019-01-21,1,1
2019-01-22,1,1
2019-01-24,1,1
2019-01-25,2,1
2019-01-26,2,2
2019-01-29,6,4
2019-01-30,1,1
2019-02-04,2,2
2019-02-07,1,1
2019-02-13,2,2
2019-02-14,2,2
2019-02-19,3,2
2019-02-20,3,1
2019-02-21,1,1
2019-02-23,1,1
2019-02-26,2,2
2019-02-27,2,2
2019-03-02,3,3
2019-03-04,3,2
2019-03-06,4,1
2019-03-07,2,2
2019-03-08,6,2
2019-03-11,1,1
2019-03-12,4,2
2019-03-13,2,2
2019-03-15,6,1
2019-03-18,2,2
2019-03-22,2,1
2019-03-26,2,1
2019-03-27,1,1
2019-04-01,1,1
2019-04-02,1,1
2019-04-03,3,3
2019-04-04,1,1
2019-04-08,3,3
2019-04-09,2,1
2019-04-10,1,1
2019-04-11,1,1
2019-04-12,3,2
2019-04-15,4,3
2019-04-16,1,1
2019-04-18,2,2
2019-04-20,1,1
2019-04-23,1,1
2019-04-24,1,1
2019-04-26,1,1
2019-04-29,5,2
2019-04-30,1,1
2019-05-02,5,2
2019-05-03,2,1
2019-05-04,2,2
2019-05-07,4,4
2019-05-08,2,2
2019-05-09,3,2
2019-05-10,5,3
2019-05-13,1,1
2019-05-14,6,3
2019-05-15,7,6
2019-05-16,2,2
2019-05-18,4,3
2019-05-20,3,2
2019-05-21,2,2
2019-05-22,3,2
2019-05-24,4,2
2019-05-25,3,3
2019-05-27,2,2
2019-05-28,5,3
2019-05-29,5,4
2019-05-31,2,2
2019-06-01,8,4
2019-06-03,2,2
2019-06-04,2,1
2019-06-05,8,5
2019-06-06,1,1
2019-06-07,1,1
2019-06-08,3,3
2019-06-11,2,1
2019-06-12,3,2
2019-06-14,4,3
2019-06-15,3,2
2019-06-19,4,2
2019-06-21,3,3
2019-06-22,3,2
2019-06-25,1,1
2019-06-29,3,3
2019-07-01,3,2
2019-07-02,4,2
2019-07-03,1,1
2019-07-04,2,2
2019-07-05,2,2
2019-07-06,2,1
2019-07-08,2,1
2019-07-09,3,3
2019-07-10,3,3
2019-07-13,5,2
2019-07-16,1,1
2019-07-18,1,1
2019-07-19,4,4
2019-07-20,3,2
2019-07-26,2,2
2019-07-27,3,3
2019-07-29,2,2
2019-07-30,1,1
2019-07-31,3,1
2019-08-01,1,1
2019-08-02,1,1
2019-08-03,2,1
2019-08-05,1,1
2019-08-07,1,1
2019-08-08,2,2
2019-08-09,2,2
2019-08-10,2,2
2019-08-12,4,1
2019-08-13,7,3
2019-08-14,3,3
2019-08-15,3,3
2019-08-16,5,1
2019-08-17,10,6
2019-08-19,1,1
2019-08-20,3,1
2019-08-21,4,2
2019-08-22,4,3
2019-08-23,1,1
2019-08-24,1,1
2019-08-26,1,1
2019-08-27,4,3
2019-08-28,6,3
2019-08-29,2,2
2019-08-30,2,1
2019-08-31,3,2
2019-09-03,1,1
2019-09-05,3,3
2019-09-06,7,6
2019-09-09,3,2
2019-09-11,6,5
2019-09-12,8,5
2019-09-14,2,2
2019-09-16,2,1
2019-09-17,2,2
2019-09-18,1,1
2019-09-19,1,1
2019-09-20,3,3
2019-09-21,5,4
2019-09-23,7,4
2019-09-24,2,1
2019-09-26,7,4
2019-09-27,3,3
2019-09-28,1,1
2019-09-30,11,6
2019-10-01,3,2
2019-10-02,1,1
2019-10-07,3,2
2019-10-08,2,2
2019-10-09,1,1
2019-10-10,2,1
2019-10-11,1,1
2019-10-14,3,2
2019-10-15,3,1
2019-10-16,8,4
2019-10-17,1,1
2019-10-18,7,4
2019-10-21,2,2
2019-10-22,3,3
2019-10-23,2,1
2019-10-24,3,1
2019-10-25,2,1
2019-10-26,7,3
2019-10-28,1,1
2019-10-29,1,1
2019-10-30,1,1
2019-11-01,1,1
2019-11-02,1,1
2019-11-06,7,5
2019-11-07,4,2
2019-11-08,3,3
2019-11-09,4,2
2019-11-11,2,2
2019-11-12,2,1
2019-11-14,3,2
2019-11-15,7,2
2019-11-16,7,4
2019-11-18,2,2
2019-11-20,1,1
2019-11-21,5,3
2019-11-22,5,2
2019-11-23,2,1
2019-11-26,3,3
2019-11-27,8,6
2019-11-28,4,3
2019-11-30,3,3
2019-12-02,3,2
2019-12-03,6,2
2019-12-09,6,4
2019-12-10,9,5
2019-12-11,3,2
2019-12-12,2,2
2019-12-13,3,2
2019-12-14,5,3
2019-12-16,5,3
2019-12-17,3,1
2019-12-18,1,1
2019-12-19,2,2
2019-12-20,1,1
2019-12-21,5,2
2019-12-24,3,1
2019-12-27,2,1
2019-12-28,2,2
2019-12-30,2,1
2019-12-31,2,1
2020-01-03,2,2
2020-01-04,4,2
2020-01-06,3,2
2020-01-07,6,3
2020-01-08,2,1
2020-01-09,5,3
2020-01-10,1,1
2020-01-13,1,1
2020-01-14,2,2
2020-01-15,7,5
2020-01-16,5,4
2020-01-17,6,5
2020-01-18,2,2
2020-01-20,2,2
2020-01-22,2,2
2020-01-23,3,2
2020-01-24,3,2
2020-01-25,1,1
2020-01-27,2,2
2020-01-28,3,2
2020-01-29,2,2
2020-01-30,3,3
2020-01-31,3,1
2020-02-01,2,1
2020-02-04,2,2
2020-02-05,1,1
2020-02-06,1,1
2020-02-07,3,2
2020-02-10,1,1
2020-02-11,11,4
2020-02-12,1,1
2020-02-13,4,3
2020-02-15,1,1
2020-02-17,1,1
2020-02-18,2,2
2020-02-19,5,3
2020-02-20,5,4
2020-02-21,1,1
2020-02-22,1,1
2020-02-24,1,1
2020-02-25,1,1
2020-02-27,3,3
2020-02-29,2,1
2020-03-02,2,2
2020-03-03,1,1
2020-03-05,1,1
2020-03-06,3,3
2020-03-07,1,1
2020-03-09,1,1
2020-03-11,4,2
2020-03-13,3,2
2020-03-14,2,2
2020-03-17,5,1
2020-03-18,2,2
2020-03-19,1,1
2020-03-20,1,1
2020-03-21,3,2
2020-03-27,2,2
2020-03-30,1,1
2020-03-31,1,1
2020-04-01,1,1
2020-04-06,3,3
2020-04-09,1,1
2020-04-18,1,1
2020-04-20,2,2
2020-04-21,1,1
2020-04-22,2,1
2020-04-23,5,2
2020-04-25,1,1
2020-04-29,7,2
2020-05-05,2,2
2020-05-06,1,1
2020-05-08,1,1
2020-05-09,5,1
2020-05-11,1,1
2020-05-12,4,3
2020-05-14,1,1
2020-05-15,7,2
2020-05-19,2,2
2020-05-23,2,2
2020-05-27,2,2
2020-05-28,2,2
2020-05-29,2,2
2020-06-02,2,1
2020-06-03,4,3
2020-06-04,1,1
2020-06-06,5,1
2020-06-08,3,1
2020-06-09,3,1
2020-06-11,1,1
2020-06-12,1,1
2020-06-13,2,2
2020-06-17,3,1
2020-06-19,2,2
2020-06-20,14,2
2020-06-24,1,1
2020-06-25,2,2
2020-06-26,2,2
2020-06-27,5,3
2020-06-29,1,1
2020-06-30,1,1
2020-07-01,6,4
2020-07-02,3,3
2020-07-07,2,2
2020-07-08,1,1
2020-07-09,2,2
2020-07-10,3,3
2020-07-11,4,2
2020-07-18,3,2
2020-07-21,2,2
2020-07-22,2,1
2020-07-23,2,2
2020-07-24,4,1
2020-07-25,2,2
2020-07-28,1,1
2020-07-29,1,1
2020-07-30,1,1
2020-08-01,1,1
2020-08-06,4,1
2020-08-11,1,1
2020-08-12,3,2
2020-08-13,1,1
2020-08-14,2,2
2020-08-15,1,1
2020-08-18,2,1
2020-08-20,1,1
2020-08-21,2,2
2020-08-26,1,1
2020-08-28,1,1
2020-08-29,3,3
2020-09-02,1,1
2020-09-03,4,4
2020-09-04,2,2
2020-09-05,5,3
2020-09-07,4,1
2020-09-08,1,1
2020-09-09,2,2
2020-09-10,3,3
2020-09-11,3,1
2020-09-12,4,3
2020-09-14,1,1
2020-09-16,2,2
2020-09-17,14,4
2020-09-18,3,3
2020-09-19,2,1
2020-09-22,9,5
2020-09-23,2,2
2020-09-24,4,4
2020-09-25,6,4
2020-09-26,1,1
2020-09-28,1,1
2020-09-29,1,1
2020-09-30,1,1
2020-10-01,3,2
2020-10-02,1,1
2020-10-08,1,1
2020-10-12,1,1
2020-10-13,1,1
2020-10-15,2,2
2020-10-16,3,2
2020-10-19,1,1
2020-10-20,5,3
2020-10-21,1,1
2020-10-22,4,3
2020-10-23,11,2
2020-10-24,1,1
2020-10-26,5,2
2020-10-27,1,1
2020-10-28,1,1
2020-10-30,1,1
2020-11-04,4,2
2020-11-05,2,1
2020-11-06,2,1
2020-11-10,2,2
2020-11-11,1,1
2020-11-12,1,1
2020-11-13,1,1
2020-11-14,1,1
2020-11-16,5,2
2020-11-17,1,1
2020-11-19,3,3
2020-11-20,3,2
2020-11-21,7,3
2020-11-23,1,1
2020-11-24,5,4
2020-11-26,2,2
2020-11-27,1,1
2020-11-28,1,1
2020-11-30,4,3
2020-12-01,1,1
2020-12-04,3,2
2020-12-05,1,1
2020-12-07,2,1
2020-12-08,3,2
2020-12-09,1,1
2020-12-10,6,4
2020-12-11,1,1
2020-12-12,4,3
2020-12-17,2,2
2020-12-18,2,2
2020-12-22,2,2
2020-12-24,2,2
2020-12-28,1,1
2020-12-31,5,4
2021-01-02,2,2
2021-01-05,6,2
2021-01-07,1,1
2021-01-08,5,3
2021-01-09,1,1
2021-01-11,2,2
2021-01-12,4,3
2021-01-13,3,1
2021-01-16,2,1
2021-01-20,9,3
2021-01-21,2,2
2021-01-22,2,2
2021-01-23,2,1
2021-01-25,2,1
2021-01-26,1,1
2021-01-28,1,1
2021-01-30,4,3
2021-02-01,1,1
2021-02-02,2,1
2021-02-03,1,1
2021-02-04,1,1
2021-02-06,1,1
2021-02-08,3,1
2021-02-10,2,2
2021-02-11,2,2
2021-02-12,1,1
2021-02-13,1,1
2021-02-16,2,2
2021-02-20,1,1
2021-02-23,1,1
2021-02-25,5,3
2021-02-26,1,1
2021-02-27,1,1
2021-03-01,4,1
2021-03-02,4,1
2021-03-06,1,1
2021-03-09,1,1
2021-03-11,9,4
2021-03-12,2,2
2021-03-15,1,1
2021-03-16,3,2
2021-03-17,4,4
2021-03-19,1,1
2021-03-20,7,4
2021-03-22,2,2
2021-03-24,1,1
2021-03-26,2,2
2021-03-27,3,2
2021-03-29,12,3
2021-03-30,2,2
2021-03-31,1,1
2021-04-01,2,2
2021-04-06,2,2
2021-04-07,1,1
2021-04-08,3,2
2021-04-09,3,2
2021-04-12,2,2
2021-04-13,4,1
2021-04-14,1,1
2021-04-15,4,2
2021-04-16,2,1
2021-04-20,5,4
2021-04-21,4,3
2021-04-22,5,3
2021-04-23,7,4
2021-04-24,6,4
2021-04-27,1,1
2021-04-28,6,4
2021-04-30,6,5
2021-05-03,2,2
2021-05-04,2,2
2021-05-06,7,4
2021-05-07,8,3
2021-05-08,2,1
2021-05-10,3,2
2021-05-11,7,3
2021-05-12,1,1
2021-05-14,3,2
2021-05-15,3,2
2021-05-17,4,4
2021-05-18,6,1
2021-05-19,4,3
2021-05-20,1,1
2021-05-21,1,1
2021-05-25,1,1
2021-05-26,5,4
2021-05-27,3,2
2021-05-28,2,2
2021-05-29,4,2
2021-06-01,2,2
2021-06-03,4,4
2021-06-04,1,1
2021-06-05,6,3
2021-06-07,2,1
2021-06-09,7,5
2021-06-10,7,6
2021-06-11,1,1
2021-06-12,5,3
2021-06-14,7,5
2021-06-15,1,1
2021-06-16,5,3
2021-06-17,2,2
2021-06-18,4,4
2021-06-19,11,6
2021-06-21,1,1
2021-06-22,18,9
2021-06-23,6,4
2021-06-24,10,6
2021-06-25,2,1
2021-06-26,2,2
2021-06-28,1,1
2021-07-01,1,1
2021-07-02,2,2
2021-07-03,2,2
2021-07-06,1,1
2021-07-07,4,4
2021-07-08,3,3
2021-07-09,1,1
2021-07-10,1,1
2021-07-12,5,3
2021-07-13,3,2
2021-07-14,7,4
2021-07-15,4,3
2021-07-16,1,1
2021-07-17,11,4
2021-07-19,2,2
2021-07-20,13,6
2021-07-21,3,2
2021-07-22,1,1
2021-07-23,9,6
2021-07-24,8,6
2021-07-26,11,6
2021-07-27,4,2
2021-07-28,6,3
2021-07-29,7,2
2021-07-30,10,6
2021-08-02,2,1
2021-08-03,5,3
2021-08-04,4,3
2021-08-05,11,6
2021-08-06,1,1
2021-08-07,4,2
2021-08-09,3,1
2021-08-10,6,3
2021-08-11,2,2
2021-08-12,6,4
2021-08-13,1,1
2021-08-14,5,3
2021-08-17,2,1
2021-08-18,3,3
2021-08-21,7,3
2021-08-23,4,2
2021-08-24,2,2
2021-08-25,1,1
2021-08-26,9,3
2021-08-27,3,3
2021-08-28,7,3
2021-08-30,2,2
2021-08-31,4,3
2021-09-01,3,2
2021-09-02,2,2
2021-09-03,1,1
2021-09-04,8,5
2021-09-06,5,4
2021-09-07,2,2
2021-09-08,8,6
2021-09-09,2,2
2021-09-10,5,1
2021-09-11,11,3
2021-09-13,3,2
2021-09-14,10,6
2021-09-15,2,2
2021-09-16,5,4
2021-09-17,2,2
2021-09-18,4,3
2021-09-20,4,2
2021-09-21,3,3
2021-09-22,8,4
2021-09-23,10,6
2021-09-24,11,4
2021-09-27,1,1
